0;82.44;28.39;17.59;9.53;6.88;5.58
1;85.33;29.38;18.2;9.87;7.12;5.77
2;88.31;30.41;18.84;10.21;7.37;5.97
3;91.41;31.47;19.5;10.57;7.63;6.18
4;94.61;32.58;20.18;10.94;7.9;6.4
5;97.92;33.72;20.89;11.32;8.17;6.62
6;101.35;34.9;21.62;11.72;8.46;6.86
7;104.9;36.12;22.38;12.13;8.75;7.1
8;108.58;37.38;23.16;12.55;9.06;7.35
9;112.38;38.69;23.97;12.99;9.38;7.61
10;116.32;40.05;24.81;13.45;9.71;7.87
11;120.39;41.45;25.68;13.92;10.05;8.15
12;124.6;42.9;26.58;14.4;10.4;8.44
13;128.97;44.4;27.51;14.91;10.77;8.73
14;133.48;45.96;28.47;15.43;11.15;9.04
15;138.15;47.56;29.47;15.98;11.54;9.36
16;142.98;49.23;30.5;16.54;11.95;9.69
17;147.98;50.95;31.57;17.12;12.37;10.03
18;153.15;52.74;32.68;17.73;12.81;10.39
19;158.25;54.5;33.77;18.32;13.23;10.74
20;163.5;56.31;34.9;18.93;13.68;11.09
21;168.92;58.18;36.05;19.56;14.13;11.46
22;174.51;60.11;37.25;20.2;14.6;11.85
23;180.29;62.1;38.48;20.87;15.08;12.24
24;186.25;64.15;39.75;21.57;15.58;12.65
25;192.42;66.27;41.07;22.28;16.1;13.07
26;198.79;68.47;42.43;23.02;16.64;13.5
27;205.38;70.74;43.84;23.79;17.19;13.96
28;212.2;73.09;45.3;24.58;17.77;14.42
29;219.24;75.52;46.8;25.4;18.36;14.91
30;226.52;78.03;48.36;26.24;18.98;15.41
31;234.04;80.62;49.97;27.12;19.61;15.93
32;241.8;83.3;51.63;28.03;20.27;16.47
33;249.81;86.06;53.34;28.96;20.95;17.02
34;258.06;88.9;55.11;29.92;21.65;17.59
35;266.58;91.84;56.93;30.92;22.37;18.19
36;275.37;94.87;58.82;31.95;23.12;18.8
37;284.43;98;60.76;33.01;23.89;19.44
38;293.77;101.23;62.76;34.1;24.69;20.1
39;303.4;104.55;64.83;35.23;25.52;20.78
40;313.31;107.98;66.96;36.4;26.37;21.48
41;323.52;111.51;69.15;37.6;27.25;22.21
42;334.03;115.14;71.41;38.83;28.16;22.97
43;344.86;118.88;73.74;40.11;29.1;23.75
44;356.01;122.73;76.14;41.43;30.08;24.57
45;367.51;126.71;78.61;42.8;31.09;25.42
46;379.36;130.81;81.17;44.21;32.14;26.3
47;391.55;135.03;83.8;45.67;33.23;27.23
48;404.09;139.38;86.52;47.18;34.36;28.19
49;416.98;143.86;89.32;48.74;35.53;29.2
50;430.2;148.45;92.19;50.35;36.75;30.25
51;443.77;153.17;95.15;52.01;38.01;0
52;457.68;158.01;98.19;53.73;39.33;0
53;471.93;162.98;101.31;55.51;40.7;0
54;486.53;168.08;104.53;57.35;42.13;0
55;501.46;173.32;107.84;59.26;43.62;0
56;516.71;178.67;111.24;61.23;0;0
57;532.26;184.16;114.72;63.27;0;0
58;548.1;189.75;118.29;65.37;0;0
59;564.2;195.46;121.94;67.55;0;0
60;580.56;201.29;125.68;69.81;0;0
61;597.16;207.22;129.51;0;0;0
62;614.01;213.26;133.43;0;0;0
63;631.09;219.43;137.45;0;0;0
64;648.39;225.7;141.57;0;0;0
65;665.87;232.1;145.8;0;0;0
